investor_id,average_gap_days,total_sips,total_investment,status
INV003643,110.75,5,68621,At Risk
INV003644,86.0,3,33281,At Risk
INV003645,95.2,6,18205,At Risk
INV003647,32.67,4,31071,Regular
INV003648,153.0,3,64135,At Risk
INV003649,96.8,6,86339,At Risk
INV003650,33.9,11,43669,Regular
INV003651,67.0,4,37647,At Risk
INV003652,50.0,3,19539,At Risk
INV003653,159.0,2,6679,At Risk
INV003654,60.5,7,112702,At Risk
INV003655,49.78,10,180197,At Risk
INV003656,88.67,4,21936,At Risk
INV003658,70.71,8,44354,At Risk
INV003659,69.0,2,13075,At Risk
INV003660,79.0,6,67446,At Risk
INV003661,129.67,4,30295,At Risk
INV003663,69.0,2,99585,At Risk
INV003664,170.67,4,22520,At Risk
INV003665,139.0,4,30616,At Risk
INV003666,85.25,5,76983,At Risk
INV003668,202.0,2,14924,At Risk
INV003669,53.5,7,90038,At Risk
INV003670,70.86,8,83061,At Risk
INV003671,148.0,3,16793,At Risk
INV003672,77.2,6,129739,At Risk
INV003673,68.86,8,63876,At Risk
INV003674,78.33,4,13250,At Risk
INV003675,65.67,4,68496,At Risk
INV003676,44.0,2,3221,At Risk
INV003677,118.67,4,21738,At Risk
INV003678,32.8,6,49783,Regular
INV003680,155.5,3,61942,At Risk
INV003681,51.0,9,26004,At Risk
INV003682,87.0,2,3463,At Risk
INV003683,92.4,6,85416,At Risk
INV003684,98.2,6,50536,At Risk
INV003685,80.2,6,142912,At Risk
INV003686,96.6,6,70889,At Risk
INV003690,193.0,2,30529,At Risk
INV003691,307.0,2,47608,At Risk
INV003692,27.5,3,7154,Regular
INV003693,71.33,7,102514,At Risk
INV003694,106.33,4,16355,At Risk
INV003695,51.67,7,31236,At Risk
INV003696,75.8,6,110522,At Risk
INV003697,76.67,7,97774,At Risk
INV003698,137.0,4,13545,At Risk
INV003699,82.5,3,74953,At Risk
INV003700,100.0,3,8785,At Risk
INV003702,72.67,7,99074,At Risk
INV003703,100.0,3,3972,At Risk
INV003705,78.8,6,114828,At Risk
INV003707,68.6,6,152934,At Risk
INV003708,60.5,7,27823,At Risk
INV003709,80.2,6,52354,At Risk
INV003710,78.6,6,86512,At Risk
INV003711,72.2,6,87930,At Risk
INV003712,79.6,6,64551,At Risk
INV003713,81.5,7,123416,At Risk
INV003716,87.25,5,53378,At Risk
INV003717,196.0,3,61578,At Risk
INV003718,91.4,6,81262,At Risk
INV003719,71.0,3,17180,At Risk
INV003720,74.6,6,23110,At Risk
INV003721,360.0,2,5075,At Risk
INV003722,50.67,7,192710,At Risk
INV003723,61.8,6,39630,At Risk
INV003724,68.0,7,80168,At Risk
INV003725,214.0,3,52104,At Risk
INV003726,93.67,4,32711,At Risk
INV003727,386.0,2,15847,At Risk
INV003728,4.0,2,67282,Regular
INV003730,223.0,2,29165,At Risk
INV003731,141.0,4,69476,At Risk
INV003732,101.25,5,115692,At Risk
INV003733,88.8,6,14893,At Risk
INV003734,59.0,8,69855,At Risk
INV003735,45.86,8,88089,At Risk
INV003736,77.17,7,58959,At Risk
INV003737,103.75,5,63460,At Risk
INV003738,50.6,6,21307,At Risk
INV003739,44.33,4,68035,At Risk
INV003740,51.83,7,122048,At Risk
INV003741,67.67,7,55275,At Risk
INV003742,150.0,2,26453,At Risk
INV003743,76.33,4,15138,At Risk
INV003744,86.8,6,23676,At Risk
INV003745,70.2,6,26414,At Risk
INV003747,95.0,5,79033,At Risk
INV003748,56.14,8,41447,At Risk
INV003749,60.5,3,34983,At Risk
INV003750,113.5,5,27502,At Risk
INV003751,100.25,5,52920,At Risk
INV003752,145.0,2,3162,At Risk
INV003753,134.0,2,17810,At Risk
INV003755,96.0,4,66729,At Risk
INV003756,138.33,4,34961,At Risk
INV003757,81.83,7,54152,At Risk
INV003758,96.67,4,86689,At Risk
INV003760,200.0,2,7216,At Risk
INV003761,51.86,8,29681,At Risk
INV003762,83.33,4,51557,At Risk
INV003763,168.0,2,15025,At Risk
INV003765,117.75,5,51693,At Risk
INV003766,65.29,8,94475,At Risk
INV003767,47.5,9,129327,At Risk
INV003768,323.0,2,11363,At Risk
INV003769,9.33,4,27645,Regular
INV003771,50.78,10,111757,At Risk
INV003772,34.5,9,28922,Regular
INV003773,106.0,3,33338,At Risk
INV003775,74.0,6,112218,At Risk
INV003778,90.25,5,23001,At Risk
INV003779,76.4,6,17001,At Risk
INV003780,57.43,8,76001,At Risk
INV003781,64.83,7,47391,At Risk
INV003782,88.0,5,36189,At Risk
INV003783,53.75,5,66227,At Risk
INV003785,74.2,6,113979,At Risk
INV003786,46.0,2,17076,At Risk
INV003787,63.25,9,87076,At Risk
INV003788,123.5,3,11568,At Risk
INV003789,174.5,3,7774,At Risk
INV003791,54.5,5,33971,At Risk
INV003792,67.0,4,36173,At Risk
INV003793,72.33,7,134386,At Risk
INV003794,236.0,2,5759,At Risk
INV003795,67.67,7,58273,At Risk
INV003797,52.5,3,80801,At Risk
INV003798,42.75,5,80410,At Risk
INV003799,79.25,5,53692,At Risk
INV003800,191.0,3,44229,At Risk
INV003801,119.33,4,16537,At Risk
INV003803,48.0,2,5538,At Risk
INV003804,97.0,2,23624,At Risk
INV003805,185.0,2,13607,At Risk
INV003806,103.75,5,27101,At Risk
INV003808,33.5,3,7852,Regular
INV003809,84.0,2,18382,At Risk
INV003810,253.0,2,33383,At Risk
INV003811,78.67,7,133025,At Risk
INV003812,50.83,7,52802,At Risk
INV003813,82.2,6,64566,At Risk
INV003814,164.0,2,9475,At Risk
INV003815,72.5,7,67344,At Risk
INV003816,13.0,2,8812,Regular
INV003817,119.0,2,15434,At Risk
INV003818,248.0,2,5179,At Risk
INV003819,69.0,4,48042,At Risk
INV003820,211.0,3,30565,At Risk
INV003821,87.67,4,67779,At Risk
INV003822,77.0,4,41511,At Risk
INV003823,71.75,5,37093,At Risk
INV003824,71.5,7,89175,At Risk
INV003825,81.2,6,81324,At Risk
INV003828,30.67,7,130613,Regular
INV003829,48.56,10,46819,At Risk
INV003830,71.4,6,138223,At Risk
INV003832,110.33,4,83979,At Risk
INV003833,60.33,4,67494,At Risk
INV003834,88.0,4,20146,At Risk
INV003835,73.67,4,53863,At Risk
INV003836,81.75,5,17961,At Risk
INV003839,139.0,2,9224,At Risk
INV003840,64.5,3,60360,At Risk
INV003844,68.5,7,80033,At Risk
INV003845,83.0,3,24501,At Risk
INV003846,103.25,5,21600,At Risk
INV003847,50.0,8,74501,At Risk
INV003848,96.33,4,19789,At Risk
INV003849,77.2,6,155813,At Risk
INV003851,57.83,7,110621,At Risk
INV003852,273.0,2,8333,At Risk
INV003853,114.5,5,56184,At Risk
INV003854,95.0,3,25768,At Risk
INV003855,64.0,3,29760,At Risk
INV003856,68.33,4,24204,At Risk
INV003858,114.0,4,70793,At Risk
INV003859,79.5,3,16710,At Risk
INV003860,46.0,6,134277,At Risk
INV003862,60.17,7,64749,At Risk
INV003863,471.0,2,6928,At Risk
INV003864,177.0,3,44075,At Risk
INV003865,85.17,7,47194,At Risk
INV003867,156.0,2,25420,At Risk
INV003868,87.6,6,104999,At Risk
INV003869,145.67,4,18928,At Risk
INV003872,45.38,9,147109,At Risk
INV003873,199.5,3,65491,At Risk
INV003874,25.0,5,37441,Regular
INV003876,77.6,6,105794,At Risk
INV003877,83.0,4,67191,At Risk
INV003878,43.25,5,50637,At Risk
INV003879,243.0,2,61493,At Risk
INV003880,68.57,8,52016,At Risk
INV003882,138.67,4,15209,At Risk
INV003883,49.25,5,108884,At Risk
INV003884,23.0,4,60743,Regular
INV003885,71.6,6,81864,At Risk
INV003887,174.0,3,21492,At Risk
INV003888,115.75,5,62304,At Risk
INV003891,73.67,4,32595,At Risk
INV003892,55.22,10,134271,At Risk
INV003893,308.0,2,17387,At Risk
INV003894,162.0,2,2588,At Risk
INV003896,82.0,6,42369,At Risk
INV003897,71.6,6,83553,At Risk
INV003898,386.0,2,53589,At Risk
INV003899,103.0,5,72974,At Risk
INV003900,92.0,2,4863,At Risk
INV003901,90.5,5,65534,At Risk
INV003902,94.5,5,71769,At Risk
INV003903,50.29,8,70037,At Risk
INV003904,94.0,3,12274,At Risk
INV003905,62.5,7,70428,At Risk
INV003906,55.11,10,110358,At Risk
INV003907,54.0,5,31102,At Risk
INV003908,39.0,4,7502,At Risk
INV003909,131.5,3,33133,At Risk
INV003910,48.33,4,45484,At Risk
INV003911,113.0,5,29698,At Risk
INV003912,68.6,6,11911,At Risk
INV003913,61.43,8,52158,At Risk
INV003916,67.2,6,84860,At Risk
INV003917,294.0,2,5765,At Risk
INV003918,108.75,5,24344,At Risk
INV003919,315.0,2,13699,At Risk
INV003920,66.86,8,110581,At Risk
INV003921,90.0,2,3225,At Risk
INV003924,231.0,2,53873,At Risk
INV003925,102.5,5,29049,At Risk
INV003926,159.33,4,29808,At Risk
INV003928,113.67,4,78345,At Risk
INV003931,258.0,2,2868,At Risk
INV003932,76.33,4,40445,At Risk
INV003934,82.0,2,3521,At Risk
INV003936,89.6,6,111274,At Risk
INV003937,84.0,3,65513,At Risk
INV003938,52.5,7,53978,At Risk
INV003939,159.0,2,17178,At Risk
INV003940,70.67,7,88836,At Risk
INV003941,153.0,3,14630,At Risk
INV003942,94.0,5,30006,At Risk
INV003943,42.5,9,34838,At Risk
INV003945,56.33,7,109342,At Risk
INV003946,69.17,7,65153,At Risk
INV003947,84.67,4,29060,At Risk
INV003948,43.67,7,125023,At Risk
INV003949,95.33,4,43068,At Risk
INV003950,84.0,3,13623,At Risk
INV003951,113.5,5,67601,At Risk
INV003952,54.67,7,105758,At Risk
INV003953,153.0,2,109006,At Risk
INV003954,105.67,4,49327,At Risk
INV003955,78.5,5,13434,At Risk
INV003956,167.0,3,45163,At Risk
INV003957,152.33,4,35852,At Risk
INV003958,85.6,6,67157,At Risk
INV003960,126.67,4,19613,At Risk
INV003961,157.67,4,87175,At Risk
INV003962,68.71,8,199896,At Risk
INV003963,48.67,4,17696,At Risk
INV003964,51.22,10,123334,At Risk
INV003966,38.0,2,58491,At Risk
INV003967,182.0,3,3677,At Risk
INV003968,92.4,6,55226,At Risk
INV003969,175.0,2,9624,At Risk
INV003970,66.67,4,12117,At Risk
INV003971,81.0,4,31623,At Risk
INV003972,84.2,6,128157,At Risk
INV003973,64.5,5,21532,At Risk
INV003974,77.75,5,35235,At Risk
INV003975,50.14,8,64647,At Risk
INV003976,176.5,3,12552,At Risk
INV003977,85.75,5,105706,At Risk
INV003978,68.14,8,45310,At Risk
INV003979,56.0,8,25613,At Risk
INV003980,94.0,2,14868,At Risk
INV003981,67.67,7,81844,At Risk
INV003982,15.0,2,13383,Regular
INV003984,37.0,3,70321,At Risk
INV003985,93.0,6,25396,At Risk
INV003986,110.33,4,64453,At Risk
INV003987,72.25,5,72792,At Risk
INV003989,83.0,4,59230,At Risk
INV003991,286.0,2,9861,At Risk
INV003992,68.0,4,11924,At Risk
INV003993,115.5,3,5149,At Risk
INV003995,84.33,4,66540,At Risk
INV003996,95.2,6,97507,At Risk
INV003997,91.5,5,36726,At Risk
INV003998,143.5,3,29634,At Risk
INV004001,40.29,8,82786,At Risk
INV004003,109.67,4,20664,At Risk
INV004004,40.78,10,126080,At Risk
INV004005,73.67,7,105889,At Risk
INV004006,46.5,5,141749,At Risk
INV004007,38.83,7,30426,At Risk
INV004008,169.0,3,27518,At Risk
INV004009,62.29,8,107439,At Risk
INV004011,130.0,4,56320,At Risk
INV004012,109.75,5,10321,At Risk
INV004014,61.88,9,90606,At Risk
INV004015,88.0,6,9734,At Risk
INV004016,113.5,3,16746,At Risk
INV004017,40.5,7,30279,At Risk
INV004018,79.25,5,131871,At Risk
INV004019,87.25,5,86483,At Risk
INV004023,52.0,10,135403,At Risk
INV004024,99.25,5,78263,At Risk
INV004025,143.0,3,28707,At Risk
INV004026,94.5,5,34454,At Risk
INV004027,173.0,2,11049,At Risk
INV004028,101.75,5,104509,At Risk
INV004030,121.25,5,81421,At Risk
INV004031,72.0,2,13703,At Risk
INV004032,115.33,4,31769,At Risk
INV004033,98.0,3,46063,At Risk
INV004035,77.0,3,3844,At Risk
INV004037,74.6,6,45922,At Risk
INV004038,71.67,7,197810,At Risk
INV004039,198.0,2,32828,At Risk
INV004040,85.0,4,2620,At Risk
INV004041,172.0,2,52752,At Risk
INV004043,152.5,3,12635,At Risk
INV004044,86.0,3,46364,At Risk
INV004045,68.25,5,37669,At Risk
INV004046,145.0,3,36574,At Risk
INV004049,48.2,6,24571,At Risk
INV004050,83.67,4,58498,At Risk
INV004051,91.0,5,45707,At Risk
INV004052,242.0,3,17634,At Risk
INV004056,153.0,3,27089,At Risk
INV004058,134.5,3,30895,At Risk
INV004059,345.0,2,61864,At Risk
INV004061,91.0,3,49054,At Risk
INV004062,386.0,2,10451,At Risk
INV004063,56.57,8,82106,At Risk
INV004064,152.67,4,13112,At Risk
INV004066,75.17,7,60661,At Risk
INV004067,123.67,4,33144,At Risk
INV004068,153.0,2,55153,At Risk
INV004069,74.0,6,46504,At Risk
INV004070,67.67,7,33039,At Risk
INV004071,125.33,4,79896,At Risk
INV004073,93.75,5,35364,At Risk
INV004074,47.0,3,46757,At Risk
INV004075,102.75,5,124117,At Risk
INV004076,95.25,5,48355,At Risk
INV004077,96.5,3,62142,At Risk
INV004078,123.33,4,69263,At Risk
INV004079,71.33,7,78640,At Risk
INV004080,132.0,4,39519,At Risk
INV004081,247.5,3,32159,At Risk
INV004082,32.0,3,28970,Regular
INV004084,12.0,3,76230,Regular
INV004085,68.33,7,104748,At Risk
INV004089,294.0,2,3635,At Risk
INV004090,43.0,3,16109,At Risk
INV004091,73.6,6,18538,At Risk
INV004094,55.8,6,67103,At Risk
INV004095,335.0,2,10506,At Risk
INV004096,97.5,5,99517,At Risk
INV004097,152.5,3,25502,At Risk
INV004098,58.2,6,62582,At Risk
INV004099,58.8,6,82312,At Risk
INV004100,22.0,2,13983,Regular
INV004102,68.33,4,76456,At Risk
INV004104,100.75,5,37102,At Risk
INV004105,155.0,2,80108,At Risk
INV004106,55.8,6,127689,At Risk
INV004107,11.0,2,6859,Regular
INV004108,105.0,4,68468,At Risk
INV004109,89.25,5,130213,At Risk
INV004110,32.0,2,29089,Regular
INV004112,55.2,6,39234,At Risk
INV004113,104.0,2,15112,At Risk
INV004114,40.33,4,28690,At Risk
INV004115,78.5,3,97639,At Risk
INV004116,54.89,10,71428,At Risk
INV004117,37.5,3,26009,At Risk
INV004118,64.6,6,33694,At Risk
INV004119,73.2,6,82689,At Risk
INV004120,88.0,4,21999,At Risk
INV004121,185.0,2,28183,At Risk
INV004122,136.0,2,12345,At Risk
INV004123,85.0,6,74440,At Risk
INV004124,63.8,6,99942,At Risk
INV004125,61.62,9,109430,At Risk
INV004127,87.6,6,24949,At Risk
INV004128,67.2,6,95704,At Risk
INV004129,175.0,2,8115,At Risk
INV004130,180.0,2,45705,At Risk
INV004131,98.25,5,61507,At Risk
INV004132,70.5,3,25581,At Risk
INV004133,106.5,3,15902,At Risk
INV004134,35.4,6,19310,At Risk
INV004135,50.11,10,66097,At Risk
INV004137,25.75,5,93757,Regular
INV004138,93.0,5,15037,At Risk
INV004139,317.0,2,29795,At Risk
INV004140,237.5,3,3723,At Risk
INV004142,87.25,5,70849,At Risk
INV004143,97.0,6,61426,At Risk
INV004144,82.0,2,11072,At Risk
INV004145,66.2,6,27711,At Risk
INV004146,88.2,6,87690,At Risk
INV004147,72.2,6,66900,At Risk
INV004148,101.75,5,96398,At Risk
INV004149,50.2,6,91943,At Risk
INV004151,63.14,8,110790,At Risk
INV004152,67.0,5,60563,At Risk
INV004153,60.0,8,147218,At Risk
INV004154,46.73,12,173527,At Risk
INV004157,130.5,3,21533,At Risk
INV004159,76.0,4,74859,At Risk
INV004160,149.67,4,72697,At Risk
INV004161,183.0,3,71680,At Risk
INV004162,157.5,3,32449,At Risk
INV004163,60.67,4,75035,At Risk
INV004164,76.0,2,17351,At Risk
INV004165,212.0,2,10177,At Risk
INV004166,102.0,2,9854,At Risk
INV004168,74.0,2,25320,At Risk
INV004169,146.5,3,101966,At Risk
INV004171,79.0,2,43946,At Risk
INV004172,63.0,8,93496,At Risk
INV004173,166.33,4,53026,At Risk
INV004174,86.6,6,189509,At Risk
INV004175,67.86,8,89272,At Risk
INV004177,45.43,8,43904,At Risk
INV004178,117.75,5,18052,At Risk
INV004179,71.2,6,81566,At Risk
INV004180,13.0,2,14248,Regular
INV004181,93.4,6,151759,At Risk
INV004182,46.0,2,19899,At Risk
INV004183,23.33,4,8752,Regular
INV004184,90.5,5,33659,At Risk
INV004185,62.25,5,15049,At Risk
INV004186,21.0,2,10225,Regular
INV004187,27.0,2,8868,Regular
INV004189,275.0,2,22955,At Risk
INV004190,90.0,4,87645,At Risk
INV004191,77.17,7,45090,At Risk
INV004192,9.5,3,9078,Regular
INV004193,5.0,2,25683,Regular
INV004194,111.0,3,37391,At Risk
INV004195,156.0,2,43544,At Risk
INV004196,78.33,7,129129,At Risk
INV004197,187.0,3,20788,At Risk
INV004198,168.0,2,1758,At Risk
INV004199,58.2,6,107979,At Risk
INV004202,47.62,9,91560,At Risk
INV004203,66.57,8,70384,At Risk
INV004204,27.0,3,22358,Regular
INV004205,96.25,5,86765,At Risk
INV004207,8.0,2,12447,Regular
INV004208,73.4,6,57000,At Risk
INV004210,53.67,4,43396,At Risk
INV004211,390.0,2,19007,At Risk
INV004212,69.33,7,131156,At Risk
INV004214,101.0,3,62195,At Risk
INV004215,40.0,2,13763,At Risk
INV004216,82.0,7,67522,At Risk
INV004220,109.5,3,10297,At Risk
INV004222,86.0,4,81821,At Risk
INV004223,119.25,5,38920,At Risk
INV004224,35.5,5,76588,At Risk
INV004225,50.25,5,33493,At Risk
INV004226,120.67,4,78344,At Risk
INV004227,42.0,2,18772,At Risk
INV004228,72.33,7,93293,At Risk
INV004229,155.5,3,14260,At Risk
INV004230,203.0,2,30655,At Risk
INV004231,105.0,5,70468,At Risk
INV004232,71.4,6,31031,At Risk
INV004233,55.0,2,6504,At Risk
INV004236,23.0,2,27563,Regular
INV004237,114.75,5,36402,At Risk
INV004238,41.0,3,28649,At Risk
INV004239,61.14,8,78887,At Risk
INV004240,101.25,5,41358,At Risk
INV004241,53.67,10,103788,At Risk
INV004242,133.0,2,23053,At Risk
INV004243,55.71,8,88380,At Risk
INV004244,102.0,2,5316,At Risk
INV004246,34.17,7,97439,Regular
INV004247,87.2,6,72050,At Risk
INV004248,42.67,7,105673,At Risk
INV004250,109.0,3,24310,At Risk
INV004252,97.0,5,40103,At Risk
INV004253,167.67,4,36354,At Risk
INV004254,143.0,4,23443,At Risk
INV004256,213.5,3,9148,At Risk
INV004257,98.67,4,10873,At Risk
INV004258,49.67,7,26892,At Risk
INV004259,116.5,3,82827,At Risk
INV004261,237.0,3,22214,At Risk
INV004262,139.0,3,2191,At Risk
INV004263,114.0,5,108617,At Risk
INV004264,173.5,3,11261,At Risk
INV004265,105.25,5,49909,At Risk
INV004266,61.83,7,35786,At Risk
INV004267,53.33,7,70239,At Risk
INV004268,94.0,3,5603,At Risk
INV004270,69.67,7,41505,At Risk
INV004271,79.8,6,65605,At Risk
INV004272,35.5,5,23082,At Risk
INV004273,69.33,4,95995,At Risk
INV004274,138.67,4,84743,At Risk
INV004276,32.0,3,16030,Regular
INV004277,112.25,5,117954,At Risk
INV004278,94.0,5,53979,At Risk
INV004279,50.29,8,185997,At Risk
INV004280,60.0,4,63224,At Risk
INV004281,41.71,8,144759,At Risk
INV004282,52.86,8,64136,At Risk
INV004283,70.25,5,149760,At Risk
INV004284,136.0,2,30878,At Risk
INV004285,76.17,7,92708,At Risk
INV004287,52.5,5,40693,At Risk
INV004288,72.83,7,56841,At Risk
INV004289,45.9,11,42501,At Risk
INV004290,110.25,5,62388,At Risk
INV004291,145.0,2,20334,At Risk
INV004293,81.8,6,112638,At Risk
INV004294,166.5,3,63780,At Risk
INV004295,44.75,9,72695,At Risk
INV004296,102.2,6,77419,At Risk
INV004297,41.88,9,122117,At Risk
INV004298,76.5,5,38866,At Risk
INV004299,64.14,8,79344,At Risk
INV004300,54.67,4,34679,At Risk
INV004301,107.5,3,27630,At Risk
INV004302,113.67,4,23140,At Risk
INV004303,76.33,4,43719,At Risk
INV004304,160.0,3,18926,At Risk
INV004305,133.0,3,14784,At Risk
INV004306,57.0,7,74056,At Risk
INV004307,75.75,5,73514,At Risk
INV004308,84.67,7,78626,At Risk
INV004310,145.0,3,16782,At Risk
INV004313,68.5,3,46353,At Risk
INV004314,83.0,6,112485,At Risk
INV004316,55.0,4,49486,At Risk
INV004318,99.5,5,52156,At Risk
INV004319,60.5,9,118001,At Risk
INV004320,96.75,5,58059,At Risk
INV004321,42.0,9,112711,At Risk
INV004322,145.0,3,13350,At Risk
INV004324,77.67,7,66304,At Risk
INV004326,40.11,10,113261,At Risk
INV004328,215.0,3,34969,At Risk
INV004329,201.5,3,30716,At Risk
INV004330,107.0,2,17133,At Risk
INV004332,64.71,8,22464,At Risk
INV004333,55.0,3,11739,At Risk
INV004334,127.33,4,31653,At Risk
INV004335,64.43,8,97637,At Risk
INV004336,119.67,4,68545,At Risk
INV004337,6.0,2,39169,Regular
INV004338,48.89,10,134505,At Risk
INV004339,113.0,5,25114,At Risk
INV004340,67.8,6,48935,At Risk
INV004341,98.25,5,15919,At Risk
INV004342,97.0,5,16419,At Risk
INV004343,63.0,6,93065,At Risk
INV004345,63.25,5,19334,At Risk
INV004346,126.0,3,22592,At Risk
INV004347,83.0,5,60611,At Risk
INV004348,52.2,6,151261,At Risk
INV004349,72.5,7,148067,At Risk
INV004350,140.5,3,36816,At Risk
INV004351,275.0,2,28953,At Risk
INV004352,85.0,4,70128,At Risk
INV004353,56.0,5,26668,At Risk
INV004354,99.33,4,28290,At Risk
INV004356,30.8,6,27375,Regular
INV004357,72.43,8,52555,At Risk
INV004358,45.86,8,82583,At Risk
INV004359,110.0,2,62444,At Risk
INV004360,64.25,5,111751,At Risk
INV004361,61.57,8,23906,At Risk
INV004362,58.75,5,18498,At Risk
INV004363,116.67,4,49074,At Risk
INV004364,80.6,6,29363,At Risk
INV004365,88.75,5,111825,At Risk
INV004366,83.67,4,10260,At Risk
INV004367,81.6,6,144139,At Risk
INV004368,81.0,5,49509,At Risk
INV004369,51.5,5,159666,At Risk
INV004371,130.5,3,74190,At Risk
INV004372,59.2,6,63764,At Risk
INV004374,88.0,5,71321,At Risk
INV004375,111.0,4,114056,At Risk
INV004376,95.0,4,24706,At Risk
INV004377,118.67,4,107890,At Risk
INV004378,167.0,3,9241,At Risk
INV004379,76.0,3,28864,At Risk
INV004380,133.5,3,12630,At Risk
INV004381,124.67,4,28793,At Risk
INV004382,261.0,2,7866,At Risk
INV004384,31.67,4,92911,Regular
INV004387,93.0,2,15838,At Risk
INV004388,28.5,5,68038,Regular
INV004391,57.0,6,48086,At Risk
INV004392,90.4,6,140197,At Risk
INV004393,115.0,3,32055,At Risk
INV004394,260.0,2,2899,At Risk
INV004398,144.0,3,59665,At Risk
INV004400,46.57,8,187490,At Risk
INV004401,69.86,8,104242,At Risk
INV004403,73.6,6,14286,At Risk
INV004404,165.0,2,61255,At Risk
INV004406,99.0,2,13253,At Risk
INV004407,41.67,4,34549,At Risk
INV004408,185.0,3,60657,At Risk
INV004410,40.9,11,80237,At Risk
INV004411,61.0,6,72503,At Risk
INV004412,82.33,7,52390,At Risk
INV004413,69.0,8,86246,At Risk
INV004414,53.86,8,102062,At Risk
INV004415,250.0,2,5661,At Risk
INV004418,59.25,5,35441,At Risk
INV004420,145.0,4,61243,At Risk
INV004421,90.8,6,74958,At Risk
INV004424,101.0,2,7861,At Risk
INV004425,164.0,3,15630,At Risk
INV004426,112.0,3,30024,At Risk
INV004427,50.8,11,121193,At Risk
INV004428,28.67,4,14779,Regular
INV004430,122.0,2,63225,At Risk
INV004434,84.6,6,79432,At Risk
INV004435,108.0,2,43752,At Risk
INV004436,94.25,5,37636,At Risk
INV004437,248.0,2,58639,At Risk
INV004438,89.0,2,24578,At Risk
INV004439,129.0,3,41589,At Risk
INV004440,148.5,3,21158,At Risk
INV004441,92.25,5,62582,At Risk
INV004442,125.33,4,29683,At Risk
INV004443,99.25,5,12370,At Risk
INV004444,48.0,2,64900,At Risk
INV004445,128.0,4,47701,At Risk
INV004446,65.8,6,58236,At Risk
INV004447,49.83,7,111566,At Risk
INV004448,87.0,4,82004,At Risk
INV004449,86.67,4,14561,At Risk
INV004450,61.6,6,134333,At Risk
INV004451,84.0,6,88776,At Risk
INV004452,81.0,7,122309,At Risk
INV004453,53.5,3,72170,At Risk
INV004454,98.4,6,64506,At Risk
INV004455,50.0,6,21070,At Risk
INV004456,162.0,2,49102,At Risk
INV004457,81.4,6,76498,At Risk
INV004459,53.83,7,73438,At Risk
INV004460,42.5,9,22621,At Risk
INV004461,113.0,3,71587,At Risk
INV004462,203.5,3,57249,At Risk
INV004463,94.8,6,77554,At Risk
INV004464,62.5,7,40228,At Risk
INV004465,78.75,5,72956,At Risk
INV004466,115.5,5,17897,At Risk
INV004467,85.0,5,49050,At Risk
INV004468,76.83,7,84516,At Risk
INV004471,148.0,4,20376,At Risk
INV004472,50.67,7,33126,At Risk
INV004473,73.33,7,39115,At Risk
INV004474,83.0,5,40122,At Risk
INV004475,67.83,7,82023,At Risk
INV004476,142.33,4,19792,At Risk
INV004477,58.71,8,32359,At Risk
INV004479,71.0,5,126983,At Risk
INV004481,102.0,3,8789,At Risk
INV004482,120.67,4,25436,At Risk
INV004483,184.0,3,14390,At Risk
INV004484,61.6,6,55149,At Risk
INV004485,77.0,3,30049,At Risk
INV004486,149.0,3,13727,At Risk
INV004487,59.0,3,56540,At Risk
INV004488,111.75,5,47070,At Risk
INV004489,259.0,2,27475,At Risk
INV004490,78.0,3,50934,At Risk
INV004491,142.5,3,9684,At Risk
INV004492,116.0,4,54892,At Risk
INV004493,111.0,5,96808,At Risk
INV004494,213.0,3,42620,At Risk
INV004495,74.33,4,13820,At Risk
INV004496,124.25,5,31794,At Risk
INV004497,125.5,5,63669,At Risk
INV004498,95.5,3,61695,At Risk
INV004501,18.0,2,63824,Regular
INV004502,74.5,7,66742,At Risk
INV004504,55.14,8,132537,At Risk
INV004505,20.0,5,52173,Regular
INV004506,173.0,3,25392,At Risk
INV004508,142.0,4,71422,At Risk
INV004509,102.0,5,52829,At Risk
INV004510,213.0,3,17959,At Risk
INV004511,37.2,6,43556,At Risk
INV004513,120.25,5,23194,At Risk
INV004514,96.0,5,27361,At Risk
INV004515,41.0,3,4147,At Risk
INV004516,186.0,3,51899,At Risk
INV004517,86.6,6,23579,At Risk
INV004518,106.25,5,31379,At Risk
INV004519,206.0,3,16913,At Risk
INV004520,97.5,5,43815,At Risk
INV004521,54.5,7,106363,At Risk
INV004523,87.2,6,50318,At Risk
INV004524,429.0,2,17977,At Risk
INV004525,210.0,2,12659,At Risk
INV004526,89.0,4,14126,At Risk
INV004527,55.67,4,28885,At Risk
INV004528,54.0,7,138706,At Risk
INV004529,143.33,4,73353,At Risk
INV004530,66.0,2,60412,At Risk
INV004531,60.0,8,185354,At Risk
INV004533,55.0,7,125539,At Risk
INV004534,74.5,5,33512,At Risk
INV004535,446.0,2,43363,At Risk
INV004537,69.0,2,8664,At Risk
INV004540,44.33,4,58168,At Risk
INV004542,34.0,7,59894,Regular
INV004543,225.0,2,3680,At Risk
INV004544,68.0,4,60547,At Risk
INV004545,57.67,4,66734,At Risk
INV004546,137.33,4,51095,At Risk
INV004547,67.5,7,31048,At Risk
INV004548,162.0,4,119340,At Risk
INV004549,84.75,5,66924,At Risk
INV004551,52.0,4,53753,At Risk
INV004553,82.25,5,86069,At Risk
INV004555,53.14,8,111824,At Risk
INV004557,108.0,5,203164,At Risk
